hit_id,smiles,vina_PD-L1,vina_TGF-bR1,dual_score
HIT_0950,Cc1cncc(NC(=O)[C@H]2C[C@@H](C)CO2)c1C(=O)N1Cc2cccc(C#N)c2C(C)(C)C1,-7.924,-4.166,-12.09
HIT_0951,CC(C)c1c2c(nc3ncccc13)-c1ccccc1N(C(=O)[C@@H]1CC(C)(C)CCN1)C2,-7.944,-4.146,-12.09
HIT_0952,Cc1cc(-c2cccc3c2CCCN(C(=O)[C@@H]2CCNC2)C3)ncc1F,-7.065,-5.025,-12.09
HIT_0953,Cc1cc(F)c(Nc2ccnc([C@H]3CCCN3)c2)cc1C(=O)N1CCc2ccccc21,-7.487,-4.603,-12.09
HIT_0954,O=C([C@@H]1CCCN(c2ccc3c(c2)NCC3)CC1)N1CCCc2cc(F)c(F)cc21,-7.19,-4.899,-12.089
HIT_0955,Fc1ccc([C@@]2(F)CCN(c3ccc4c(c3)CCN4)C2)cc1,-7.706,-4.383,-12.089
HIT_0956,Cc1cc([C@@H](C)Nc2ccc3c(c2)N(C)C(=O)CC3)ncc1Br,-7.03,-5.058,-12.088000000000001
HIT_0957,C[C@H]1CCN(c2ccc(O)c(N3CCC4(CCCC4)C3)n2)C[C@@H]1C,-7.442,-4.646,-12.088000000000001
HIT_0958,C[C@@H]1CCCCN(C(=O)c2cc(NC(=O)c3nc(Br)n(C)c3C(=O)O)cc3cn[nH]c23)C1,-6.757,-5.331,-12.088000000000001
HIT_0959,Cc1ncccc1N(C)c1cncc(Nc2ccc(C#N)c(F)c2)c1,-6.849,-5.238,-12.087
HIT_0960,CC[C@@H]1CN(c2ccc3c(c2)N(c2cc(F)cc4c2COC4=O)CC3)CC[C@H]1O,-7.952,-4.135,-12.087
HIT_0961,COc1ncc(Oc2c(F)cc(C#N)cc2F)cc1N1CCOc2ccc(F)cc21,-6.731,-5.356,-12.087
HIT_0962,CC1(C)C[C@]1(NC(=O)c1ccnc(Cl)c1)C(=O)N1CCCc2ccc(F)cc2C1,-7.431,-4.655,-12.086
HIT_0963,Cc1ncc(NC(=O)[C@H]2CN([C@H]3COCc4c(F)cccc43)CCO2)cn1,-6.902,-5.183,-12.085
HIT_0964,C[C@H]1CCCN(c2ccc3c(c2)N(c2cnn(C)c2N)CC3)CC1,-7.81,-4.275,-12.085
HIT_0965,Cc1ccc(N2CCC[C@H](C(=O)N3CCc4ccc(O)cc4C3)C2)c(F)n1,-7.219,-4.864,-12.083
HIT_0966,C[C@H]1CN(c2cc3c(cc2N)CCCO3)c2ccc(F)cc2O1,-6.447,-5.635,-12.082
HIT_0967,C[C@@H]1CN(c2ccc(C(=O)N3CCCc4cccc(F)c4C3)nc2)CC1(F)F,-7.191,-4.891,-12.082
HIT_0968,C[C@@H]1CN(c2cccc3c2CCN3)[C@@H](C(=O)N2CCc3ccc(F)cc32)[C@@H](C)O1,-6.785,-5.296,-12.081
HIT_0969,Cc1ccc(F)c(NC(=O)[C@@H]2C[C@@H](C)CN2c2c(C)ccc(F)c2O)c1,-6.373,-5.707,-12.08
HIT_0970,C[C@@H](O)[C@@H]1CNc2cc(N3CCc4ccc(F)cc43)ccc21,-7.528,-4.552,-12.079999999999998
HIT_0971,O=C(O)C1(C(=O)NCc2cccc(N3CCc4cccc(F)c43)c2)CC1,-6.818,-5.262,-12.079999999999998
HIT_0972,Cc1ccnc(N2CC3(CC3)C[C@H]2C(=O)N2CCc3cc(F)cc(F)c3C2)c1,-7.951,-4.129,-12.079999999999998
HIT_0973,N#Cc1ccc(CCCN2CCNc3ccc(-c4ccncc4)cc32)cc1,-7.156,-4.923,-12.079
HIT_0974,C[C@H](CN1CCc2c(cccc2N2CCC23CCCC3)C1)Nc1ccc(O)cc1F,-7.787,-4.292,-12.079
HIT_0975,c1cc2c(cn1)N([C@@H]1CCNc3cc(N4CC[C@@]5(CCO5)C4)ccc31)CC2,-7.538,-4.541,-12.079
HIT_0976,O=C([C@@H]1CNCCCO1)N1CCc2ccc(N3CCCCc4ccncc43)cc2C1,-7.216,-4.862,-12.078
HIT_0977,Cc1cnc(C)c(N2CC[C@@](C)(c3nc4cncc5c4n3CCC5)C2)n1,-7.188,-4.889,-12.077
HIT_0978,CC1=C(N2CCC[C@](F)(C#N)C2)CN(c2cnc3c(c2)CNCC3)CC1,-6.887,-5.19,-12.077
HIT_0979,Cc1c(F)cccc1-c1cc2c(nn1)CN(c1ccc3c(c1)CC[C@@H]3O)CC2,-7.015,-5.062,-12.077
HIT_0980,Cn1c(N[C@]2(C(=O)N3CCC(F)(F)[C@H](F)C3)CC[C@H]2c2ccccc2)cncc1=O,-7.276,-4.801,-12.077
HIT_0981,C[C@@H]1[C@@H](C(=O)N[C@H]2CC(=O)c3ccccc32)CCN1c1ccc(O)cn1,-7.493,-4.583,-12.076
HIT_0982,FC(F)(F)c1ccc2c(n1)CCCN2c1cccc2c1CCCNC2,-7.723,-4.353,-12.076
HIT_0983,C[C@H]1CC(=O)CCN1c1cccc2c1CCN2c1ccnc2c1CNC2,-7.076,-5.0,-12.076
HIT_0984,C[C@H]1C[C@H](NC(=O)C=C2CN([C@@H]3CCc4cccc(Cl)c43)C2)c2nccn21,-6.099,-5.977,-12.076
HIT_0985,C[C@H]1CC(=O)Nc2ncccc2N1[C@@H]1CCCN([C@@H]2COc3c(F)cccc32)CC1,-7.006,-5.07,-12.076
HIT_0986,Cn1cc(C(=O)N2CC(F)(F)C[C@H]2C(=O)N2CCCc3ccc(F)cc32)c(O)n1,-7.297,-4.779,-12.076
HIT_0987,C1=C(c2ccc3c(c2)CN(c2ccc4c(c2)CCN4)CC3)CCOC1,-7.7,-4.375,-12.075
HIT_0988,CN(c1ccc(C(F)(F)F)nc1)[C@H]1CCCCN(c2ccc3c(c2)OC[C@H]3O)C1,-7.314,-4.761,-12.075
HIT_0989,CC(C)(c1ccccc1)c1nc2cccc3c2n1CCC3,-6.926,-5.149,-12.075
HIT_0990,CC[C@H]1CN(c2ccc(O)cc2F)CC[C@H]1N1CCOc2cc(F)ccc21,-7.203,-4.87,-12.073
HIT_0991,CN(C(=O)c1cccc2nc(-c3cncc4c3CCC4)oc12)[C@@H]1CCCSC1,-7.81,-4.263,-12.073
HIT_0992,C[C@@H]1[C@H](C(=O)O)CN1c1ccc2c(n1)NCC[C@@H]2N1Cc2ccc(F)cc2C1,-7.152,-4.921,-12.073
HIT_0993,Oc1cccc(N2CCc3cccc(N4CC5(CC[C@@H](O)C5)C4)c32)c1,-7.891,-4.182,-12.073
HIT_0994,O=C([C@@H]1NCC[C@H]1O)N1CCCc2ccc(N3CCOCc4ccccc43)cc2C1,-6.87,-5.203,-12.073
HIT_0995,Cc1c(Br)ccc2c1CN(c1cccc3c1[C@@H](N)CC3)CC2,-6.922,-5.151,-12.073
HIT_0996,Cc1ccc(Oc2ccccc2C#N)cc1N1CC[C@@H](C)[C@](C)(O)CC1,-7.135,-4.937,-12.072
HIT_0997,CCc1ccc2c(c1)N(c1ccc3c(c1)C(=O)CCO3)CC2,-6.811,-5.261,-12.072
HIT_0998,Cc1cccc([C@H]2CCCN2[C@H]2CCCNc3ccccc32)n1,-7.417,-4.655,-12.072
HIT_0999,CC[C@H]1CNCC[C@@H]1N1CCc2c(N3CCCc4cc(F)c(F)cc43)cncc21,-6.856,-5.216,-12.072
HIT_1000,Cc1cccnc1C(=O)N1CC(C(=O)N2CCc3ccc(C)c(F)c3C2)C1,-6.967,-5.104,-12.071
